MaritalStatus,ApplicationMode,ApplicationOrder,Course,DaytimeEveningAttendance,PreviousQualification,Previous_qualification_grade,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,AdmissionGrade,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,International,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Status
0.0,0.46153846153846156,0.5,0.6666666666666666,1.0,0.0,0.5263157894736841,0.0,0.47619047619047616,0.0,0.17857142857142855,0.11428571428571428,0.4961597542242704,1.0,0.0,0.0,1.0,0.0,0.0,0.05882352941176472,0.0,0.0,0.8,0.38461538461538464,0.8571428571428572,0.4723214285714288,0.0,0.0,0.8333333333333333,0.38461538461538464,1.0,0.6341860465116276,0.0,0.9186046511627907,0.7999999999999999,0.0,1.0
0.0,0.0,0.0,0.9333333333333333,1.0,0.0,0.6140350877192979,0.0,0.47619047619047616,0.42105263157894735,0.25,0.19999999999999998,0.45468509984639005,1.0,0.0,0.0,1.0,0.0,0.0,0.05882352941176472,0.0,0.0,0.8,0.30769230769230776,0.7142857142857142,0.23809523809523814,0.0,0.0,0.6666666666666665,0.38461538461538464,0.7142857142857142,0.48837209302325557,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0.5
0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.36842105263157876,0.0,0.47619047619047616,0.42105263157894735,0.10714285714285714,0.19999999999999998,0.44393241167434727,0.0,0.0,0.0,1.0,0.0,0.0,0.11764705882352944,0.0,0.0,0.8,0.38461538461538464,0.7142857142857142,0.47095238095238123,0.0,0.0,0.8333333333333333,0.4615384615384615,0.8571428571428572,0.5740863787375412,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,1.0
0.0,0.0,0.0,0.5333333333333333,1.0,0.0,0.807017543859649,0.0,0.47619047619047616,0.7894736842105263,0.3214285714285714,0.2571428571428571,0.9523809523809523,1.0,0.0,1.0,1.0,0.0,1.0,0.05882352941176472,0.0,0.0,0.6000000000000001,0.38461538461538464,0.5714285714285714,0.22857142857142865,0.0,0.0,0.5,0.6923076923076923,0.42857142857142855,0.13953488372093004,0.0,0.0,0.7555555555555555,0.5785997357992074,0.5
0.0,0.46153846153846156,0.5,0.5333333333333333,1.0,0.0,0.17543859649122817,0.0,0.47619047619047616,0.7894736842105263,0.25,0.22857142857142856,0.3287250384024578,1.0,0.0,0.0,1.0,0.0,0.0,0.23529411764705888,0.0,0.0,0.6000000000000001,0.4615384615384615,0.7142857142857142,0.19642857142857162,0.0,0.0,0.5,0.4615384615384615,0.7142857142857142,0.4584717607973421,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,1.0
0.0,0.0,0.0,0.4666666666666667,1.0,0.0,0.5263157894736841,0.0,0.47619047619047616,0.0,0.3214285714285714,0.2571428571428571,0.4162826420890937,1.0,0.0,0.0,1.0,0.0,0.0,0.17647058823529416,0.0,0.0,0.3999999999999999,0.23076923076923078,0.5714285714285714,0.2857142857142858,0.0,0.0,0.33333333333333326,0.23076923076923078,0.5714285714285714,0.3255813953488371,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,1.0
0.0,0.46153846153846156,0.5,0.6666666666666666,1.0,0.0,0.3859649122807016,0.0,0.09523809523809523,0.10526315789473684,0.03571428571428571,0.2857142857142857,0.36559139784946226,1.0,0.0,0.0,1.0,1.0,0.0,0.11764705882352944,0.0,0.0,0.8,0.4615384615384615,0.7142857142857142,0.4190476190476189,0.0,0.0,0.6666666666666665,0.30769230769230776,0.7142857142857142,0.5186046511627906,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0.5
0.0,0.0,0.0,0.4666666666666667,1.0,0.0,0.6666666666666665,0.0,0.0,0.0,0.14285714285714285,0.17142857142857143,0.6728110599078343,0.0,0.0,0.0,0.0,1.0,0.0,0.05882352941176472,0.0,0.0,0.3999999999999999,0.4615384615384615,0.2857142857142857,0.1904761904761907,0.0,0.0,0.33333333333333326,0.38461538461538464,0.14285714285714285,0.48837209302325557,0.0,0.15116279069767458,0.4888888888888888,1.0,0.5
0.0,0.5384615384615385,0.0,0.06666666666666667,0.0,0.0,0.5789473684210527,0.0,0.47619047619047616,0.0,0.3214285714285714,0.14285714285714285,0.6067588325652842,1.0,0.0,0.0,1.0,0.0,0.0,0.11764705882352944,0.0,0.0,0.6000000000000001,0.23076923076923078,0.7142857142857142,0.38095238095238093,0.0,0.0,0.5,0.38461538461538464,0.7142857142857142,0.6104651162790695,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.4385964912280702,0.0,0.047619047619047616,0.7368421052631579,0.10714285714285714,0.2571428571428571,0.5591397849462367,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3999999999999999,0.23076923076923078,0.5714285714285714,0.34285714285714297,0.0,0.0,0.33333333333333326,0.4615384615384615,0.5714285714285714,0.47840531561461774,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,1.0
0.0,0.0,0.5,0.4666666666666667,1.0,0.0,0.49122807017543835,0.0,0.09523809523809523,0.42105263157894735,0.07142857142857142,0.19999999999999998,0.39016897081413227,1.0,0.0,0.0,1.0,0.0,0.0,0.2941176470588236,0.0,0.0,0.3999999999999999,0.15384615384615385,0.5714285714285714,0.6857142857142859,0.0,0.0,0.33333333333333326,0.15384615384615385,0.5714285714285714,0.8093023255813954,0.0,0.15116279069767458,0.4888888888888888,1.0,1.0
0.0,0.46153846153846156,0.0,0.8666666666666667,1.0,0.0,0.26315789473684204,0.0,0.0,0.7894736842105263,0.17857142857142855,0.14285714285714285,0.4055299539170507,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529416,0.0,0.0,0.6000000000000001,0.30769230769230776,0.42857142857142855,0.4285714285714286,0.0,0.0,0.5,0.30769230769230776,0.5714285714285714,0.5302325581395348,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0.0
0.0,0.46153846153846156,0.5,0.5333333333333333,1.0,0.0,0.4385964912280702,0.0,0.47619047619047616,0.42105263157894735,0.3214285714285714,0.2571428571428571,0.5007680491551458,1.0,0.0,0.0,1.0,0.0,0.0,0.05882352941176472,0.0,0.0,0.6000000000000001,0.23076923076923078,0.7142857142857142,0.23809523809523814,0.0,0.0,0.5,0.38461538461538464,0.5714285714285714,0.4465116279069765,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,1.0
0.0,0.0,0.0,0.5333333333333333,1.0,0.0,0.5964912280701755,0.0,0.7142857142857142,0.7894736842105263,0.3214285714285714,0.2571428571428571,0.47772657450076794,0.0,0.0,0.0,1.0,0.0,1.0,0.11764705882352944,0.0,0.0,0.6000000000000001,0.30769230769230776,0.5714285714285714,0.3333333333333335,0.0,0.0,0.5,0.30769230769230776,0.7142857142857142,0.39534883720930214,0.0,0.5930232558139535,1.0,0.3117569352708058,1.0
0.0,0.6153846153846154,0.0,0.6,1.0,0.0,0.4385964912280702,0.0,0.47619047619047616,0.7894736842105263,0.3214285714285714,0.19999999999999998,0.2841781874039939,0.0,0.0,0.0,1.0,0.0,1.0,0.4117647058823528,0.0,0.0,0.6000000000000001,0.23076923076923078,0.7142857142857142,0.5238095238095237,0.0,0.0,0.5,0.23076923076923078,0.7142857142857142,0.581395348837209,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,1.0
0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.5964912280701755,0.0,0.7142857142857142,0.7894736842105263,0.21428571428571427,0.17142857142857143,0.4039938556067588,1.0,0.0,0.0,1.0,0.0,1.0,0.11764705882352944,0.0,0.0,1.0,0.5384615384615385,0.7142857142857142,0.2619047619047621,0.0,0.0,0.8333333333333333,0.5384615384615385,0.7142857142857142,0.2558139534883721,0.0,0.2093023255813954,0.0,0.12417437252311753,0.5
0.0,0.0,0.0,0.8666666666666667,1.0,0.0,0.3859649122807016,0.0,0.0,0.42105263157894735,0.25,0.19999999999999998,0.41167434715821805,1.0,0.0,0.0,1.0,0.0,1.0,0.17647058823529416,0.0,0.0,0.6000000000000001,0.6153846153846154,0.42857142857142855,0.5714285714285716,0.0,0.0,0.5,0.6923076923076923,0.2857142857142857,0.13953488372093004,0.0,0.2093023255813954,0.0,0.12417437252311753,0.5
0.0,0.6153846153846154,0.0,1.0,0.0,0.0,0.4385964912280702,0.0,0.7619047619047619,0.7894736842105263,0.3214285714285714,0.2571428571428571,0.3840245775729647,0.0,0.0,0.0,1.0,0.0,0.0,0.588235294117647,0.0,0.0,0.3999999999999999,0.6923076923076923,0.5714285714285714,0.08571428571428585,0.0,0.0,0.33333333333333326,0.5384615384615385,0.5714285714285714,0.13953488372093004,0.0,0.2093023255813954,0.0,0.12417437252311753,0.0
0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.4385964912280702,0.0,0.0,0.42105263157894735,0.17857142857142855,0.14285714285714285,0.5238095238095237,1.0,0.0,0.0,1.0,0.0,0.0,0.05882352941176472,0.0,0.0,0.8,0.4615384615384615,0.8571428571428572,0.43492063492063493,0.0,0.0,0.8333333333333333,0.5384615384615385,1.0,0.501627906976744,0.0,0.9186046511627907,0.7999999999999999,0.0,1.0
0.0,0.46153846153846156,0.0,0.6666666666666666,1.0,0.0,0.6315789473684208,0.0,0.7619047619047619,0.7894736842105263,0.25,0.2857142857142857,0.6881720430107527,1.0,0.0,0.0,1.0,0.0,0.0,0.05882352941176472,0.0,0.0,1.0,0.38461538461538464,1.0,0.7050000000000001,0.0,0.0,0.8333333333333333,0.38461538461538464,1.0,0.6886046511627906,0.0,0.2093023255813954,0.0,0.12417437252311753,1.0
0.0,0.0,0.5,0.6666666666666666,1.0,0.0,0.3508771929824559,0.0,0.47619047619047616,0.42105263157894735,0.3214285714285714,0.2571428571428571,0.3056835637480799,0.0,0.0,0.0,1.0,0.0,0.0,0.05882352941176472,0.0,0.0,0.8,0.38461538461538464,0.7142857142857142,0.4476190476190476,0.0,0.0,0.8333333333333333,0.6923076923076923,0.8571428571428572,0.30996677740863765,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,1.0
0.0,0.46153846153846156,0.0,0.2,1.0,0.0,0.3859649122807016,0.0,0.0,0.0,0.10714285714285714,0.11428571428571428,0.5407066052227341,1.0,0.0,0.0,1.0,1.0,0.0,0.11764705882352944,0.0,0.0,0.6000000000000001,0.23076923076923078,0.5714285714285714,0.20000000000000018,0.0,0.0,0.5,0.38461538461538464,0.0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0.5
0.0,0.8461538461538463,0.0,0.13333333333333333,1.0,0.75,0.4385964912280702,0.0,0.47619047619047616,0.7368421052631579,0.3214285714285714,0.2571428571428571,0.5376344086021505,1.0,0.0,0.0,1.0,1.0,0.0,0.3529411764705883,0.0,0.0,0.6000000000000001,0.38461538461538464,0.7142857142857142,0.36734693877551017,0.0,0.0,0.5,0.30769230769230776,0.7142857142857142,0.3388704318936875,0.0,0.15116279069767458,0.4888888888888888,1.0,1.0
0.0,0.6153846153846154,0.0,0.6,1.0,0.0,0.9649122807017543,0.0,0.47619047619047616,0.7368421052631579,0.25,0.2857142857142857,0.0768049155145929,0.0,0.0,0.0,1.0,1.0,0.0,0.5294117647058822,0.0,0.0,0.6000000000000001,0.30769230769230776,0.7142857142857142,0.2857142857142858,0.0,0.0,0.5,0.38461538461538464,0.5714285714285714,0.11162790697674407,0.0,0.5930232558139535,1.0,0.3117569352708058,0.5
0.0,0.46153846153846156,0.0,0.6666666666666666,1.0,0.0,0.7894736842105261,0.0,0.7142857142857142,0.42105263157894735,0.2857142857142857,0.11428571428571428,0.5499231950844854,0.0,0.0,0.0,1.0,1.0,0.0,0.4117647058823528,0.0,0.0,0.8,0.38461538461538464,0.8571428571428572,0.28214285714285725,0.0,0.0,0.8333333333333333,0.38461538461538464,1.0,0.5232558139534882,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,1.0
0.0,0.0,0.5,0.8666666666666667,1.0,0.0,0.6491228070175437,0.0,0.7619047619047619,0.7894736842105263,0.3214285714285714,0.2571428571428571,0.5821812596006144,1.0,0.0,0.0,1.0,1.0,0.0,0.05882352941176472,0.0,0.0,0.6000000000000001,0.38461538461538464,0.7142857142857142,0.3333333333333335,0.0,0.0,0.5,0.6153846153846154,0.2857142857142857,0.3255813953488371,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,1.0
0.0,0.46153846153846156,1.0,0.4666666666666667,1.0,0.0,0.26315789473684204,0.0,0.47619047619047616,0.42105263157894735,0.14285714285714285,0.19999999999999998,0.31490015360983103,1.0,0.0,1.0,1.0,1.0,0.0,0.05882352941176472,0.0,0.0,0.3999999999999999,0.38461538461538464,0.2857142857142857,0.047619047619047894,0.0,0.0,0.33333333333333326,0.6153846153846154,0.2857142857142857,0.11960132890365438,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0.0
0.25,0.6153846153846154,0.0,0.06666666666666667,0.0,0.0,0.26315789473684204,0.0,0.7142857142857142,0.7368421052631579,0.3214285714285714,0.17142857142857143,0.3379416282642089,0.0,0.0,0.0,1.0,1.0,0.0,0.9411764705882353,0.0,0.0,0.6000000000000001,0.38461538461538464,0.7142857142857142,0.2857142857142858,0.0,0.0,0.5,0.23076923076923078,0.7142857142857142,0.23255813953488347,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,1.0
0.0,0.46153846153846156,0.0,0.6,1.0,0.0,0.26315789473684204,0.0,0.47619047619047616,0.42105263157894735,0.14285714285714285,0.11428571428571428,0.46850998463901683,0.0,0.0,0.0,1.0,1.0,0.0,0.05882352941176472,0.0,0.0,0.3999999999999999,0.23076923076923078,0.5714285714285714,0.2857142857142858,0.0,0.0,0.33333333333333326,0.38461538461538464,0.2857142857142857,0.18604651162790686,0.0,0.5930232558139535,1.0,0.3117569352708058,0.5
0.25,0.6153846153846154,0.0,0.06666666666666667,0.0,0.0,0.4385964912280702,0.0,0.7142857142857142,0.7368421052631579,0.3214285714285714,0.17142857142857143,0.2304147465437787,1.0,0.0,0.0,1.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.6000000000000001,0.30769230769230776,0.7142857142857142,0.14285714285714302,0.0,0.0,0.5,0.6153846153846154,0.5714285714285714,0.13953488372093004,0.0,0.2093023255813954,0.0,0.12417437252311753,1.0
0.0,0.6153846153846154,0.0,0.8,1.0,0.0,0.26315789473684204,0.0,0.0,0.42105263157894735,0.14285714285714285,0.14285714285714285,0.0768049155145929,0.0,0.0,0.0,1.0,0.0,1.0,0.47058823529411753,0.0,0.0,0.3999999999999999,0.30769230769230776,0.42857142857142855,0.07142857142857162,0.0,0.0,0.33333333333333326,0.30769230769230776,0.5714285714285714,0.22325581395348815,0.0,0.2093023255813954,0.0,0.12417437252311753,1.0
0.0,0.46153846153846156,0.5,0.8666666666666667,1.0,0.0,0.49298245614035086,0.6666666666666666,0.47619047619047616,0.0,0.3214285714285714,0.2571428571428571,0.1536098310291858,1.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705888,1.0,0.0,0.6000000000000001,0.23076923076923078,0.7142857142857142,0.5714285714285716,0.0,0.0,0.5,0.23076923076923078,0.7142857142857142,0.48837209302325557,0.0,0.15116279069767458,0.4888888888888888,1.0,1.0
0.0,0.3076923076923077,0.0,0.3333333333333333,1.0,0.0,0.4385964912280702,0.6,0.7619047619047619,0.10526315789473684,0.3214285714285714,0.05714285714285714,0.6451612903225807,1.0,0.0,0.0,1.0,1.0,0.0,0.11764705882352944,1.0,0.0,0.3999999999999999,0.4615384615384615,0.5714285714285714,0.5714285714285716,0.0,0.0,0.33333333333333326,0.6153846153846154,0.2857142857142857,0.45348837209302295,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,0.5
0.0,0.46153846153846156,0.5,0.9333333333333333,1.0,0.0,0.49298245614035086,0.0,0.47619047619047616,0.0,0.3214285714285714,0.08571428571428572,0.18433179723502313,1.0,0.0,0.0,1.0,0.0,0.0,0.17647058823529416,0.0,0.0,0.8,0.6923076923076923,0.7142857142857142,0.23809523809523814,0.0,0.0,0.6666666666666665,0.5384615384615385,0.2857142857142857,0.41860465116279055,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0.5
0.0,0.0,0.0,0.5333333333333333,1.0,0.0,0.6491228070175437,0.0,0.7142857142857142,0.7368421052631579,0.21428571428571427,0.19999999999999998,0.631336405529954,1.0,0.0,0.0,1.0,0.0,0.0,0.05882352941176472,0.0,0.0,0.6000000000000001,0.38461538461538464,0.7142857142857142,0.5510204081632655,0.0,0.0,0.5,0.23076923076923078,0.7142857142857142,0.6976744186046511,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,1.0
0.0,0.46153846153846156,0.5,0.4666666666666667,1.0,0.0,0.3157894736842106,0.0,0.0,0.7894736842105263,0.14285714285714285,0.19999999999999998,0.31182795698924726,1.0,0.0,0.0,1.0,0.0,1.0,0.05882352941176472,0.0,0.0,0.3999999999999999,0.4615384615384615,0.2857142857142857,0.4285714285714286,0.0,0.0,0.33333333333333326,0.6153846153846154,0.2857142857142857,0.13953488372093004,0.0,0.15116279069767458,0.4888888888888888,1.0,0.5
0.0,0.0,0.0,0.26666666666666666,1.0,0.0,0.45614035087719307,0.0,0.47619047619047616,0.42105263157894735,0.3214285714285714,0.2571428571428571,0.6881720430107527,1.0,0.0,0.0,1.0,0.0,0.0,0.11764705882352944,0.0,0.0,0.3999999999999999,0.23076923076923078,0.5714285714285714,0.48571428571428577,0.0,0.0,0.33333333333333326,0.15384615384615385,0.5714285714285714,0.3906976744186046,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,1.0
0.0,0.0,1.0,0.8666666666666667,1.0,0.0,0.9298245614035086,0.0,0.0,0.7894736842105263,0.14285714285714285,0.19999999999999998,0.9523809523809523,1.0,0.0,0.0,1.0,0.0,0.0,0.05882352941176472,0.0,0.0,0.6000000000000001,0.23076923076923078,0.7142857142857142,0.38095238095238093,0.0,0.0,0.5,0.30769230769230776,0.7142857142857142,0.35880398671096314,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,1.0
0.0,0.7692307692307693,0.0,0.6666666666666666,1.0,0.0,0.4385964912280702,0.0,0.7619047619047619,0.7894736842105263,0.3214285714285714,0.14285714285714285,0.0768049155145929,0.0,0.0,0.0,1.0,0.0,0.0,0.17647058823529416,0.0,0.0,0.8,0.6153846153846154,0.7142857142857142,0.23095238095238102,0.0,0.0,0.6666666666666665,0.30769230769230776,0.8571428571428572,0.41860465116279055,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,0.5
0.0,0.46153846153846156,0.0,0.5333333333333333,1.0,0.0,0.8596491228070176,0.0,0.47619047619047616,0.7368421052631579,0.3214285714285714,0.19999999999999998,0.6973886328725041,1.0,0.0,0.0,1.0,0.0,1.0,0.17647058823529416,0.0,0.0,0.6000000000000001,0.7692307692307692,0.14285714285714285,0.0,0.0,0.0,0.5,0.6923076923076923,0.42857142857142855,0.10465116279069764,0.0,0.0,0.7555555555555555,0.5785997357992074,0.5
0.0,0.46153846153846156,0.0,0.4666666666666667,1.0,0.0,0.26315789473684204,0.0,0.47619047619047616,0.42105263157894735,0.10714285714285714,0.08571428571428572,0.28264208909370203,0.0,0.0,0.0,1.0,0.0,0.0,0.17647058823529416,0.0,0.0,0.3999999999999999,0.6153846153846154,0.2857142857142857,0.047619047619047894,0.0,0.0,0.33333333333333326,0.5384615384615385,0.2857142857142857,0.09302325581395321,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0.5
0.0,0.0,0.0,0.4666666666666667,1.0,0.0,0.3859649122807016,0.0,0.047619047619047616,0.42105263157894735,0.14285714285714285,0.14285714285714285,0.41167434715821805,0.0,0.0,0.0,1.0,0.0,0.0,0.05882352941176472,0.0,0.0,0.3999999999999999,0.15384615384615385,0.5714285714285714,0.37142857142857144,0.0,0.0,0.33333333333333326,0.15384615384615385,0.5714285714285714,0.5581395348837206,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,1.0
0.0,0.46153846153846156,0.0,0.6,1.0,0.0,0.49298245614035086,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5529953917050692,1.0,0.0,0.0,1.0,0.0,0.0,0.23529411764705888,0.0,0.0,0.6000000000000001,0.6923076923076923,0.2857142857142857,0.14285714285714302,0.0,0.0,0.5,0.6923076923076923,0.14285714285714285,0.13953488372093004,0.0,0.2093023255813954,0.0,0.12417437252311753,0.0
0.0,0.0,0.0,0.8,1.0,0.0,0.45614035087719307,0.0,0.7619047619047619,0.7894736842105263,0.3214285714285714,0.2571428571428571,0.5053763440860217,0.0,0.0,0.0,1.0,0.0,1.0,0.11764705882352944,0.0,0.0,0.3999999999999999,0.15384615384615385,0.5714285714285714,0.40000000000000013,0.0,0.0,0.33333333333333326,0.15384615384615385,0.5714285714285714,0.5860465116279066,0.0,0.2093023255813954,0.0,0.12417437252311753,1.0
0.0,0.0,0.0,0.26666666666666666,1.0,0.0,0.4385964912280702,0.0,0.47619047619047616,0.7894736842105263,0.14285714285714285,0.19999999999999998,0.4039938556067588,1.0,0.0,0.0,1.0,0.0,0.0,0.11764705882352944,0.0,0.0,0.6000000000000001,0.9230769230769231,0.7142857142857142,0.5952380952380953,0.0,0.0,0.5,0.7692307692307692,0.7142857142857142,0.30697674418604626,0.0,0.9186046511627907,0.7999999999999999,0.0,1.0
0.0,0.0,0.0,0.9333333333333333,1.0,0.0,0.7192982456140351,0.0,0.47619047619047616,0.7894736842105263,0.3214285714285714,0.08571428571428572,0.7726574500768051,1.0,0.0,0.0,1.0,0.0,1.0,0.05882352941176472,0.0,0.0,0.6000000000000001,0.38461538461538464,0.5714285714285714,0.40000000000000013,0.0,0.0,0.5,0.30769230769230776,0.5714285714285714,0.4744186046511627,0.0,0.2093023255813954,0.0,0.12417437252311753,0.5
